place,title,coverage
qsr-place:911,86 Aylesford Street,"-43.5055,172.6482"
qsr-place:1043,86 Chester Street East,"-43.5279,172.6428"
qsr-place:533,86 Gloucester Street,"-43.5300,172.6347"
qsr-place:973,86 Kilmore Street,"-43.526,172.635"
qsr-place:644,86 Trafalgar Street,"-43.5095,172.6351"
qsr-place:1947,866 Colombo Street,"-43.5232,172.6371"
qsr-place:1814,87 Kilmore Street,"-43.5263,172.6347"
qsr-place:550,87 Kingsford Street,"-43.5026,172.6746"
qsr-place:1422,87 Manchester Street,"-43.5365,172.6395"
qsr-place:1280,87 Marine Parade,"-43.4949,172.7261"
qsr-place:1260,87 Victoria Street,"-43.5251,172.6313"
qsr-place:1357,870 Avonside Drive,"-43.5175,172.6839"
qsr-place:1113,88 Armagh Street,"-43.5289,172.6344"
qsr-place:104,88 Cashel Street,"-43.5333,172.6343"
qsr-place:2363,88 Cass Street,"-43.3843,172.6687"
qsr-place:1595,88 Chester Street East,"-43.5279,172.6429"
qsr-place:1302,88 Hereford Street,"-43.5322,172.6347"
qsr-place:2374,88 Victoria Street,"-43.5238,172.6304"
qsr-place:2498,88 Worcester Street,"-43.5311,172.6346"
qsr-place:2557,89 Brighton Mall,"-43.5076,172.7286"
qsr-place:1036,89 Cashel Street,"-43.5329,172.6346"
qsr-place:1665,89 Gloucester Street,"-43.5297,172.6349"
qsr-place:1524,89 Lichfield Street,"-43.5341,172.6389"
qsr-place:2037,89 Stanmore Road,"-43.5307,172.6568"
qsr-place:2819,89 Stour Drive,"-43.4965,172.6927"
qsr-place:949,89 Tennyson Street,"-43.5568,172.6432"
qsr-place:1369,89 Victoria Street,"-43.5250,172.6312"
qsr-place:1506,89 Worcester Street,"-43.5308,172.6344"
qsr-place:542,9 Arncliff Street,"-43.5127,172.7190"
qsr-place:625,9 Berwick Street,"-43.5084,172.6388"
qsr-place:1182,9 Black Street,"-43.3815,172.6547"
qsr-place:2968,9 Caledonian Road,"-43.5205,172.6355"
qsr-place:1491,9 Cranmer Square,"-43.5282,172.6295"
qsr-place:2364,9 Dublin Street,"-43.5222,172.6275"
qsr-place:959,9 Euston Street,"-43.5337,172.5875"
qsr-place:893,9 Evatt Street,"-43.5078,172.5902"
qsr-place:2837,9 Evelyn Couzins Avenue,"-43.5200,172.6603"
qsr-place:1361,9 Glenarm Terrace,"-43.5180,172.6755"
qsr-place:2598,9 Jones Street,"-43.3831,172.6624"
qsr-place:1322,9 Lois Place,"-43.5185,172.6632"
qsr-place:1135,9 London Street,"-43.6030,172.7222"
qsr-place:399,9 Main North Road,"-43.4966,172.6077"
qsr-place:1289,9 Noosa Place,"-43.4928,172.7180"
qsr-place:2243,9 Norwich Quay,"-43.6041,172.7215"
qsr-place:2495,9 Rees Street,"-43.5251,172.6493"
qsr-place:1452,9 Tidal View,"-43.5575,172.7064"
qsr-place:808,9 Toorak Avenue,"-43.5248,172.5551"
qsr-place:2398,9 Waitaki Street,"-43.5078,172.7171"
qsr-place:889,9 Wordsworth Street,"-43.5935,172.3771"
qsr-place:1115,90 Armagh Street,"-43.5289,172.6352"
qsr-place:374,90 Cashel Street,"-43.5333,172.6343"
qsr-place:128,90 Chester Street East,"-43.5279,172.6430"
qsr-place:1228,90 Cresswell Avenue,"-43.5057,172.6748"
qsr-place:1229,90 Edgeware Road,"-43.5137,172.6389"
qsr-place:2258,90 Greers Road,"-43.5093,172.5765"
qsr-place:1099,90 Hereford Street,"-43.5321,172.6347"
qsr-place:1230,90 Hills Road,"-43.5142,172.6518"
qsr-place:2230,90 Ilam Road,"-43.5240,172.5805"
qsr-place:1246,90 Lichfield Street,"-43.5344,172.6384"
qsr-place:2929,90 Matai Street West,"-43.5255,172.6035"
qsr-place:2291,90 McMahon Drive,"-43.560,172.570"
qsr-place:726,90 Peterborough Street,"-43.5258,172.6351"
qsr-place:2298,90 Quinns Road,"-43.501,172.660"
qsr-place:1231,90 Raven Quay,"-43.3812,172.6555"
qsr-place:2022,90 Riccarton Road,"-43.5294,172.6016"
qsr-place:1492,90 Salisbury Street,"-43.5246,172.6343"
qsr-place:1092,902 Colombo Street,"-43.5218,172.6370"
qsr-place:603,908 Lower Styx Road,"-43.4161,172.6933"
qsr-place:114,91 Armagh Street,"-43.5286,172.6368"
qsr-place:208,91 Banks Avenue,"-43.512,172.668"
qsr-place:2542,91 Brighton Mall,"-43.5078,172.7286"
qsr-place:1510,91 Cashel Street,"-43.5328,172.6347"
qsr-place:963,91 Gloucester Street,"-43.5297,172.6349"
qsr-place:1972,91 Peterborough Street,"-43.5251,172.6361"
qsr-place:2283,91 Shortland Street,"-43.516,172.696"
qsr-place:2095,91 Stanmore Road,"-43.5306,172.6569"
qsr-place:32,91 Victoria Street,"-43.5249,172.6310"
qsr-place:2459,"91 Williams Street, Kaiapoi","-43.3854,172.6557"
qsr-place:375,92 Cashel Street,"-43.5333,172.6344"
qsr-place:373,92 Chester Street East,"-43.5279,172.6431"
qsr-place:1177,92 Hereford Street,"-43.5322,172.6349"
qsr-place:1278,92 Hills Road,"-43.5140,172.6518"
qsr-place:1757,92 Lichfield Street,"-43.5344,172.6387"
qsr-place:455,92 Riccarton Road,"-43.5295,172.6016"
qsr-place:468,92 Victoria Street,"-43.5236,172.6302"
qsr-place:815,92 Willryan Avenue,"-43.4958,172.7088"
qsr-place:1232,920 Colombo Street,"-43.5206,172.6368"
qsr-place:497,925 Ferry Road,"-43.5558,172.6957"
qsr-place:365,93 Armagh Street,"-43.5286,172.6369"
qsr-place:2118,93 Bridle Path Road,"-43.5753,172.7110"
qsr-place:240,93 Cambridge Terrace,"-43.533,172.6326"
qsr-place:125,93 Cashel Street,"-43.5329,172.6348"
qsr-place:2605,93 Courtenay Drive,"-43.3900,172.6624"
qsr-place:1667,93 Gloucester Street,"-43.5296,172.6356"
qsr-place:2615,93 Sewell Street,"-43.3855,172.6654"
qsr-place:2096,93 Stanmore Road,"-43.5306,172.6569"
qsr-place:2818,93 Stour Drive,"-43.4965,172.6923"
qsr-place:2170,93 Victoria Street,"-43.5250,172.6311"
qsr-place:2187,931 Colombo Street,"-43.5203,172.6364"
qsr-place:1923,938 Avonside Drive,"-43.5143,172.6846"
qsr-place:1840,94 Cashel Street,"-43.5333,172.6344"
qsr-place:124,94 Chester Street East,"-43.5279,172.6432"
qsr-place:31,94 Gloucester Street,"-43.5302,172.6348"
qsr-place:1178,94 Hereford Street,"-43.5322,172.6350"
qsr-place:1270,94 Manchester Street,"-43.5358,172.6400"
qsr-place:466,94 Victoria Street,"-43.5236,172.6302"
qsr-place:366,95 Armagh Street,"-43.5286,172.6370"
qsr-place:2119,95 Bridle Path Road,"-43.5751,172.7110"
qsr-place:1038,95 Cashel Street,"-43.5330,172.6349"
qsr-place:30,95 Fitzgerald Avenue,"-43.5348,172.6503"
qsr-place:1668,95 Gloucester Street,"-43.5295,172.6359"
qsr-place:1769,95 Hereford Street,"-43.5318,172.6350"
qsr-place:2275,95 Jack Hinton Drive,"-43.5438,172.6042"
qsr-place:976,95 Kilmore Street,"-43.5265,172.6350"
qsr-place:1392,95 Oxford Terrace,"-43.5340,172.6329"
qsr-place:2943,95 River Road,"-43.5250,172.6565"
qsr-place:2931,95 Salisbury Street,"-43.5242,172.6341"
qsr-place:1907,95 Stanmore Road,"-43.5305,172.6567"
qsr-place:1591,95 Westminster Street,"-43.5062,172.6363"
qsr-place:2565,96 Brighton Mall,"-43.5074,172.7282"
qsr-place:332,96 Chester Street East,"-43.5279,172.6433"
qsr-place:376,96 Gloucester Street,"-43.5300,172.6348"
qsr-place:1098,96 Hereford Street,"-43.5321,172.6350"
qsr-place:1294,96 Lichfield Street,"-43.5344,172.6389"
qsr-place:1271,96 Manchester Street,"-43.5357,172.6399"
qsr-place:2289,96 Memorial Avenue,"-43.512,172.583"
qsr-place:683,96 Oxford Terrace,"-43.5339,172.6338"
qsr-place:2296,96 Philpotts Road,"-43.492,172.637"
qsr-place:312,96 Salisbury Street,"-43.5247,172.6347"
qsr-place:491,96 Wilsons Road South,"-43.5579,172.6544"
qsr-place:367,97 Armagh Street,"-43.5286,172.6371"
qsr-place:1485,97 Bealey Avenue,"-43.5206,172.6319"
qsr-place:518,97 Locksley Avenue,"-43.5175,172.6791"
qsr-place:577,97 Riccarton Road,"-43.5298,172.6016"
qsr-place:2817,97 Stour Drive,"-43.4962,172.6923"
qsr-place:946,978 Lower Styx Road,"-43.4095,172.6937"
qsr-place:1841,98 Chester Street East,"-43.5279,172.6434"
qsr-place:2415,98 Gloucester Street,"-43.5301,172.6351"
qsr-place:106,98 Victoria Street,"-43.5234,172.6302"
qsr-place:2454,"98 Williams Street, Kaiapoi","-43.3880,172.6551"
qsr-place:368,99 Armagh Street,"-43.5286,172.6372"
qsr-place:2395,99 Bexley Road,"-43.5080,172.7159"
qsr-place:2517,99 Ferry Road,"-43.538,172.649"
qsr-place:1233,99 Raven Quay,"-43.3815,172.6554"
qsr-place:1993,99 Salisbury Street,"-43.5242,172.6345"
qsr-place:29,99 Victoria Street,"-43.5243,172.6302"
qsr-place:1543,999 Ferry Road,"-43.5564,172.7004"
qsr-place:2516,Addington Saleyards,"-43.5377,172.6120"
qsr-place:188,"Arts Centre, Worcester Street","-43.532,172.628"
qsr-place:2590,Avondale Park,"-43.509,172.687"
qsr-place:970,Ballantynes Department Store,"-43.533,172.636"
qsr-place:685,Bridge of Remembrance,"-43.5331,172.6333"
qsr-place:2288,"Burnham School, Chaytor Avenue","-43.617,172.307"
qsr-place:1914,Burwood Park,"-43.505,172.672"
qsr-place:2197,Canterbury Health Laboratories,"-43.535,172.626"
qsr-place:686,Canterbury Provincial Council Buildings,"-43.5291,172.6340"
qsr-place:209,Cashel Mall,"-43.533,172.635"
qsr-place:207,Cathedral Square,"-43.531,172.636"
qsr-place:2290,"Central New Brighton School, Seaview Road","-43.508,172.724"
qsr-place:2422,Christchurch Botanic Gardens,"-43.5307,172.6202"
qsr-place:986,Christchurch Bus Exchange,"-43.5339,172.6374"
qsr-place:196,Christchurch International Airport,"-43.487,172.540"
qsr-place:967,Cranmer Courts,"-43.526,172.631"
qsr-place:259,Darfield Recreation and Community Centre,"-43.4841,172.1045"
qsr-place:2582,Durham Street Overbridge,"-43.5410,172.6336"
qsr-place:2292,"Duvauchelle School, Duvauchelle School Lane","-43.749,172.932"
qsr-place:2075,Eastgate Shopping Centre,"-43.533,172.675"
qsr-place:990,EPIC Innovation Centre,"-43.5358,172.6400"
qsr-place:2293,"Freeville Primary School, Sandy Avenue","-43.498,172.708"
qsr-place:127,"Godley House, Waipapa Avenue","-43.6244,172.7404"
qsr-place:2450,Gray Crescent Reserve,"-43.381,172.667"
qsr-place:2068,Heathcote Cricket Club,"-43.5810,172.7084"
qsr-place:2196,Hillmorton Hospital,"-43.548,172.589"
qsr-place:2473,Ilex Cafe and Events Centre,"-43.5296,172.6221"
qsr-place:2433,Kaiapoi Domain,"-43.3738,172.6585"
qsr-place:214,Latimer Square,"-43.531,172.643"
qsr-place:225,Lincoln University,"-43.64,172.47"
qsr-place:224,Lincoln University Ivey Hall,"-43.6442,172.4680"
qsr-place:223,Lincoln University Memorial Hall,"-43.6441,172.4674"
qsr-place:2434,Linwood Park,"-43.5369,172.6743"
qsr-place:1759,Lyttelton Cemetery,"-43.602,172.726"
qsr-place:2302,"Lyttelton Main School, Oxford Street","-43.603,172.723"
qsr-place:258,Lyttelton Road Tunnel,"-43.59,172.71"
qsr-place:660,Medway Street Footbridge,"-43.5154,172.6656"
qsr-place:1234,Murphy Park,"-43.3793,172.6548"
qsr-place:212,New Regent Street,"-43.529,172.639"
qsr-place:1012,"North Arts Lecture Theatre, University of Canterbury","-43.5242,172.5836"
qsr-place:2421,North Hagley Park,"-43.529,172.623"
qsr-place:2632,Oi Manawa Canterbury Earthquake National Memorial,"-43.5348,172.6312"
qsr-place:2411,Papanui High School,"-43.492,172.607"
qsr-place:1296,Queen Elizabeth II Park,"-43.492,172.705"
qsr-place:2435,Rawhiti Domain,"-43.5369,172.6743"
qsr-place:2308,"Richmond School, Pavitt Street","-43.522,172.654"
qsr-place:2427,Rimu Park Scout Camp,"-43.5112,172.478"
qsr-place:1671,Robert McDougall Art Gallery,"-43.5308,172.6261"
qsr-place:2412,Shirley Boys' High School,"-43.512,172.660"
qsr-place:2420,South Hagley Park,"-43.53,172.62"
qsr-place:2272,"SPCA Canterbury, Wilmers Road","-43.5603,172.5371"
qsr-place:2974,Te Hapua Halswell Aquatic Centre,"-43.5809,172.5689"
qsr-place:2962,The Palms,"-43.506,172.664"
qsr-place:2195,The Princess Margaret Hospital,"-43.571,172.621"
qsr-place:2452,Trousellot Park,"-43.381,172.657"
qsr-place:231,University of Canterbury,"-43.53,172.58"
qsr-place:1820,"University of Canterbury, Central Lecture Theatres","-43.5232,172.5837"
qsr-place:2949,"University of Canterbury, Engineering Buildings","-43.5213,172.5836"
qsr-place:2325,"University of Canterbury, Fine Arts buildings","-43.525,172.585"
qsr-place:2625,"University of Canterbury, Ilam Fields","-43.522,172.576"
qsr-place:1358,"University of Canterbury, ITCS Building","-43.5245,172.5826"
qsr-place:232,"University of Canterbury, James Hight Building","-43.5237,172.5828"
qsr-place:1346,"University of Canterbury, Kirkwood Village","-43.527,172.583"
qsr-place:1765,"University of Canterbury, Law Building","-43.5251,172.5844"
qsr-place:971,"University of Canterbury, Locke Building","-43.5246,172.5835"
qsr-place:1411,"University of Canterbury, Okeover House","-43.5232,172.5806"
qsr-place:2947,"University of Canterbury, Rehua Building","-43.5232,172.5845"
qsr-place:1359,"University of Canterbury, UBS Building","-43.5241,172.5820"
qsr-place:2111,"University of Canterbury, Wheki Building","-43.5223,172.5690"
qsr-place:1019,Victoria Square,"-43.528,172.636"
